ID,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,DAYS_BIRTH,DAYS_EMPLOYED,FLAG_MOBIL,FLAG_WORK_PHONE,FLAG_PHONE,FLAG_EMAIL,OCCUPATION_TYPE,CNT_FAM_MEMBERS,MONTHS_BALANCE,STATUS
5041212,F,N,Y,0,180000.0,Working,Higher education,Widow,House / apartment,-23035,-2134,1,0,0,0,Secretaries,1.0,-4.0,C
5041213,F,N,Y,0,180000.0,Working,Higher education,Widow,House / apartment,-23035,-2134,1,0,0,0,Secretaries,1.0,-9.5,C
5041214,F,N,Y,0,180000.0,Working,Higher education,Widow,House / apartment,-23035,-2134,1,0,0,0,Secretaries,1.0,-48.5,C
5041216,M,N,Y,0,270000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-10886,-308,1,0,0,0,Laborers,1.0,-12.0,C
5041220,M,N,Y,0,270000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-10886,-308,1,0,0,0,Laborers,1.0,-10.5,C
5041221,M,N,Y,0,270000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-10886,-308,1,0,0,0,Laborers,1.0,-9.0,C
5041223,F,N,Y,0,81000.0,Working,Secondary / secondary special,Married,House / apartment,-16933,-10384,1,1,1,0,Medicine staff,2.0,-28.0,X
5041226,F,N,Y,0,81000.0,Working,Secondary / secondary special,Married,House / apartment,-16933,-10384,1,1,1,0,Medicine staff,2.0,-44.0,X
5041227,F,N,Y,0,81000.0,Working,Secondary / secondary special,Married,House / apartment,-16933,-10384,1,1,1,0,Medicine staff,2.0,-18.5,C
5041228,F,N,Y,0,81000.0,Working,Secondary / secondary special,Married,House / apartment,-16933,-10384,1,1,1,0,Medicine staff,2.0,-7.0,0
5041229,F,N,Y,0,81000.0,Working,Secondary / secondary special,Married,House / apartment,-16933,-10384,1,1,1,0,Medicine staff,2.0,-5.0,C
5041230,F,N,Y,0,81000.0,Working,Secondary / secondary special,Married,House / apartment,-16933,-10384,1,1,1,0,Medicine staff,2.0,-4.5,C
5041261,F,N,Y,0,99000.0,State servant,Higher education,Married,House / apartment,-18563,-8284,1,1,1,0,Laborers,2.0,-19.5,C
5041263,F,N,Y,0,99000.0,State servant,Higher education,Married,House / apartment,-18563,-8284,1,1,1,0,Laborers,2.0,-16.0,X
5041264,F,N,Y,0,99000.0,State servant,Higher education,Married,House / apartment,-18563,-8284,1,1,1,0,Laborers,2.0,-22.0,C
5041265,F,N,Y,0,99000.0,State servant,Higher education,Married,House / apartment,-18563,-8284,1,1,1,0,Laborers,2.0,-16.0,C
5041266,F,N,Y,0,99000.0,State servant,Higher education,Married,House / apartment,-18563,-8284,1,1,1,0,Laborers,2.0,-22.0,C
5041267,F,N,Y,0,99000.0,State servant,Higher education,Married,House / apartment,-18563,-8284,1,1,1,0,Laborers,2.0,-24.5,X
5041268,F,N,Y,0,99000.0,State servant,Higher education,Married,House / apartment,-18563,-8284,1,1,1,0,Laborers,2.0,-5.5,0
5041269,F,N,Y,0,99000.0,State servant,Higher education,Married,House / apartment,-18563,-8284,1,1,1,0,Laborers,2.0,-4.0,0
5041295,F,N,Y,1,180000.0,Commercial associate,Incomplete higher,Married,House / apartment,-12179,-1159,1,0,1,0,High skill tech staff,3.0,-41.5,X
5041298,F,N,Y,1,180000.0,Commercial associate,Incomplete higher,Married,House / apartment,-12179,-1159,1,0,1,0,High skill tech staff,3.0,-26.0,C
5041320,F,N,N,0,157500.0,Working,Higher education,Single / not married,Office apartment,-18973,-3289,1,0,0,0,Laborers,1.0,-23.5,X
5041323,F,N,N,0,157500.0,Working,Higher education,Single / not married,Office apartment,-18973,-3289,1,0,0,0,Laborers,1.0,-18.5,0
5041324,F,N,N,0,157500.0,Working,Higher education,Single / not married,Office apartment,-18973,-3289,1,0,0,0,Laborers,1.0,-2.0,X
5041325,F,N,Y,0,202500.0,Commercial associate,Secondary / secondary special,Widow,Municipal apartment,-23253,-6607,1,0,1,0,Cleaning staff,1.0,-9.5,C
5041326,F,N,Y,0,202500.0,Commercial associate,Secondary / secondary special,Widow,Municipal apartment,-23253,-6607,1,0,1,0,Cleaning staff,1.0,-18.5,C
5041327,F,N,Y,0,202500.0,Commercial associate,Secondary / secondary special,Widow,Municipal apartment,-23253,-6607,1,0,1,0,Cleaning staff,1.0,-4.5,0
5041338,F,N,N,1,112500.0,Commercial associate,Higher education,Married,House / apartment,-12392,-3138,1,0,0,0,Sales staff,3.0,-3.5,X
5041339,F,N,N,1,112500.0,Commercial associate,Higher education,Married,House / apartment,-12392,-3138,1,0,0,0,Sales staff,3.0,-3.5,X
5041345,M,N,Y,0,270000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-14896,-5420,1,0,0,1,Drivers,2.0,-13.0,X
5041346,M,N,Y,0,270000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-14896,-5420,1,0,0,1,Drivers,2.0,-26.5,X
5041350,M,Y,N,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,-10102,-551,1,0,0,0,Laborers,2.0,-53.5,X
5041351,M,Y,N,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,-10102,-551,1,0,0,0,Laborers,2.0,-23.5,X
5041352,M,Y,N,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,-10102,-551,1,0,0,0,Laborers,2.0,-20.5,X
5041353,M,Y,N,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,-10102,-551,1,0,0,0,Laborers,2.0,-2.0,0
5041354,M,Y,N,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,-10102,-551,1,0,0,0,Laborers,2.0,-2.0,0
5041360,F,N,N,0,315000.0,Commercial associate,Higher education,Civil marriage,With parents,-14679,-1282,1,0,0,0,Managers,2.0,-10.5,C
5041363,F,N,N,0,315000.0,Commercial associate,Higher education,Civil marriage,With parents,-14679,-1282,1,0,0,0,Managers,2.0,-21.0,X
5041364,F,N,N,0,315000.0,Commercial associate,Higher education,Civil marriage,With parents,-14679,-1282,1,0,0,0,Managers,2.0,-11.0,X
5041365,F,N,N,0,315000.0,Commercial associate,Higher education,Civil marriage,With parents,-14679,-1282,1,0,0,0,Managers,2.0,-20.0,X
5041367,F,N,N,0,180000.0,State servant,Incomplete higher,Married,House / apartment,-10315,-2985,1,0,0,0,Core staff,2.0,-28.0,C
5041386,F,Y,Y,0,135000.0,Working,Secondary / secondary special,Married,With parents,-15131,-6456,1,0,0,0,Core staff,2.0,-8.0,C
5041387,F,Y,Y,0,135000.0,Working,Secondary / secondary special,Married,With parents,-15131,-6456,1,0,0,0,Core staff,2.0,-17.0,C
5041388,F,Y,Y,0,135000.0,Working,Secondary / secondary special,Married,With parents,-15131,-6456,1,0,0,0,Core staff,2.0,-5.5,0
5041389,F,Y,Y,0,135000.0,Working,Secondary / secondary special,Married,With parents,-15131,-6456,1,0,0,0,Core staff,2.0,-2.0,C
5041390,F,Y,Y,0,135000.0,Working,Secondary / secondary special,Married,With parents,-15131,-6456,1,0,0,0,Core staff,2.0,-6.0,C
5041392,F,Y,Y,0,135000.0,Working,Secondary / secondary special,Married,With parents,-15131,-6456,1,0,0,0,Core staff,2.0,-17.5,C
5041394,F,Y,Y,0,135000.0,Working,Secondary / secondary special,Married,With parents,-15131,-6456,1,0,0,0,Core staff,2.0,-17.0,C
5041395,F,Y,Y,1,99000.0,State servant,Secondary / secondary special,Married,With parents,-13612,-6091,1,1,1,0,Medicine staff,3.0,-20.5,C
5041396,F,N,Y,0,225000.0,Commercial associate,Incomplete higher,Civil marriage,House / apartment,-8425,-94,1,0,1,0,Sales staff,2.0,-8.0,C
5041397,F,N,Y,0,225000.0,Commercial associate,Incomplete higher,Civil marriage,House / apartment,-8425,-94,1,0,1,0,Sales staff,2.0,-7.5,C
5041398,F,N,Y,0,225000.0,Commercial associate,Incomplete higher,Civil marriage,House / apartment,-8425,-94,1,0,1,0,Sales staff,2.0,-4.5,C
5041399,F,N,Y,0,225000.0,Commercial associate,Incomplete higher,Civil marriage,House / apartment,-8425,-94,1,0,1,0,Sales staff,2.0,-1.5,C
5041400,F,N,Y,0,225000.0,Commercial associate,Incomplete higher,Civil marriage,House / apartment,-8425,-94,1,0,1,0,Sales staff,2.0,-1.0,C
5041401,F,N,Y,0,225000.0,Commercial associate,Incomplete higher,Civil marriage,House / apartment,-8425,-94,1,0,1,0,Sales staff,2.0,-0.5,0
5041415,F,Y,N,0,157500.0,Working,Higher education,Married,House / apartment,-13146,-2163,1,0,0,0,High skill tech staff,2.0,-29.5,0
5041416,F,Y,N,0,157500.0,Working,Higher education,Married,House / apartment,-13146,-2163,1,0,0,0,High skill tech staff,2.0,-20.0,X
5041417,F,Y,N,0,157500.0,Working,Higher education,Married,House / apartment,-13146,-2163,1,0,0,0,High skill tech staff,2.0,-22.0,C
5041418,F,Y,N,0,157500.0,Working,Higher education,Married,House / apartment,-13146,-2163,1,0,0,0,High skill tech staff,2.0,-30.0,X
5041419,F,Y,N,0,157500.0,Working,Higher education,Married,House / apartment,-13146,-2163,1,0,0,0,High skill tech staff,2.0,-25.5,X
5041444,M,Y,Y,0,337500.0,Commercial associate,Higher education,Married,House / apartment,-20395,-2682,1,0,0,0,Managers,2.0,-15.0,C
5041446,M,Y,Y,0,337500.0,Commercial associate,Higher education,Married,House / apartment,-20395,-2682,1,0,0,0,Managers,2.0,-10.0,0
5041449,M,Y,Y,0,337500.0,Commercial associate,Higher education,Married,House / apartment,-20395,-2682,1,0,0,0,Managers,2.0,-13.0,C
5041455,F,Y,N,0,180000.0,Commercial associate,Secondary / secondary special,Separated,House / apartment,-15351,-6790,1,0,0,0,Core staff,1.0,-43.0,C
5041456,F,Y,N,0,180000.0,Commercial associate,Secondary / secondary special,Separated,House / apartment,-15351,-6790,1,0,0,0,Core staff,1.0,-28.0,X
5041457,F,Y,N,0,180000.0,Commercial associate,Secondary / secondary special,Separated,House / apartment,-15351,-6790,1,0,0,0,Core staff,1.0,-20.5,C
5041458,F,Y,N,0,180000.0,Commercial associate,Secondary / secondary special,Separated,House / apartment,-15351,-6790,1,0,0,0,Core staff,1.0,-38.5,X
5041459,F,Y,N,0,180000.0,Commercial associate,Secondary / secondary special,Separated,House / apartment,-15351,-6790,1,0,0,0,Core staff,1.0,-13.0,0
5041460,F,Y,N,0,180000.0,Commercial associate,Secondary / secondary special,Separated,House / apartment,-15351,-6790,1,0,0,0,Core staff,1.0,-10.0,X
5041461,F,Y,N,0,180000.0,Commercial associate,Secondary / secondary special,Separated,House / apartment,-15351,-6790,1,0,0,0,Core staff,1.0,-27.5,C
5041463,F,Y,N,0,180000.0,Commercial associate,Secondary / secondary special,Separated,House / apartment,-15351,-6790,1,0,0,0,Core staff,1.0,-15.5,C
5041464,F,Y,N,0,180000.0,Commercial associate,Secondary / secondary special,Separated,House / apartment,-15351,-6790,1,0,0,0,Core staff,1.0,-13.5,C
5041465,F,Y,N,0,180000.0,Commercial associate,Secondary / secondary special,Separated,House / apartment,-15351,-6790,1,0,0,0,Core staff,1.0,-35.0,X
5041466,F,Y,N,0,180000.0,Commercial associate,Secondary / secondary special,Separated,House / apartment,-15351,-6790,1,0,0,0,Core staff,1.0,-15.5,X
5041467,F,Y,N,0,180000.0,Commercial associate,Secondary / secondary special,Separated,House / apartment,-15351,-6790,1,0,0,0,Core staff,1.0,-1.0,X
5041468,F,Y,N,0,180000.0,Commercial associate,Secondary / secondary special,Separated,House / apartment,-15351,-6790,1,0,0,0,Core staff,1.0,-23.5,X
5041469,F,Y,N,0,180000.0,Commercial associate,Secondary / secondary special,Separated,House / apartment,-15351,-6790,1,0,0,0,Core staff,1.0,-4.5,X
5041470,F,N,N,2,135000.0,State servant,Incomplete higher,Married,With parents,-11637,-2285,1,1,1,0,Core staff,4.0,-20.0,C
5041471,F,N,N,2,135000.0,State servant,Incomplete higher,Married,With parents,-11637,-2285,1,1,1,0,Core staff,4.0,-30.5,X
5041472,F,N,N,2,135000.0,State servant,Incomplete higher,Married,With parents,-11637,-2285,1,1,1,0,Core staff,4.0,-24.5,X
5041473,F,N,N,2,135000.0,State servant,Incomplete higher,Married,With parents,-11637,-2285,1,1,1,0,Core staff,4.0,-4.0,0
5041474,F,N,Y,0,90000.0,Commercial associate,Higher education,Married,House / apartment,-9006,-793,1,0,0,1,Sales staff,2.0,-1.0,0
5041492,M,Y,Y,0,90000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-12821,-155,1,0,0,0,Laborers,2.0,-42.0,C
5041493,M,Y,Y,0,90000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-12821,-155,1,0,0,0,Laborers,2.0,-13.5,C
5041494,M,Y,Y,0,90000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-12821,-155,1,0,0,0,Laborers,2.0,-30.5,C
5041495,M,Y,Y,0,90000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-12821,-155,1,0,0,0,Laborers,2.0,-1.5,0
5041496,M,Y,Y,0,90000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-12821,-155,1,0,0,0,Laborers,2.0,-5.5,C
5041498,M,Y,Y,0,90000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-12821,-155,1,0,0,0,Laborers,2.0,-28.0,C
5041499,M,Y,Y,0,90000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-12821,-155,1,0,0,0,Laborers,2.0,-8.5,C
5041500,M,Y,Y,0,90000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-12821,-155,1,0,0,0,Laborers,2.0,-3.5,X
5041506,M,N,Y,1,292500.0,Working,Higher education,Married,Co-op apartment,-12954,-2590,1,0,0,0,Managers,3.0,-8.0,X
5041508,M,N,Y,1,292500.0,Working,Higher education,Married,Co-op apartment,-12954,-2590,1,0,0,0,Managers,3.0,-23.0,X
5041509,M,N,Y,1,292500.0,Working,Higher education,Married,Co-op apartment,-12954,-2590,1,0,0,0,Managers,3.0,-23.0,X
5041510,M,N,Y,1,292500.0,Working,Higher education,Married,Co-op apartment,-12954,-2590,1,0,0,0,Managers,3.0,-23.0,X
5041511,M,N,Y,1,292500.0,Working,Higher education,Married,Co-op apartment,-12954,-2590,1,0,0,0,Managers,3.0,-22.0,X
5041524,F,Y,Y,0,135000.0,Working,Higher education,Married,House / apartment,-13474,-2894,1,1,1,0,Accountants,2.0,-12.5,C
5041525,F,Y,Y,0,135000.0,Working,Higher education,Married,House / apartment,-13474,-2894,1,1,1,0,Accountants,2.0,-20.5,C
5041526,F,Y,Y,0,135000.0,Working,Higher education,Married,House / apartment,-13474,-2894,1,1,1,0,Accountants,2.0,-28.5,C
5041527,F,Y,Y,0,135000.0,Working,Higher education,Married,House / apartment,-13474,-2894,1,1,1,0,Accountants,2.0,-23.5,C
5041528,F,Y,Y,0,135000.0,Working,Higher education,Married,House / apartment,-13474,-2894,1,1,1,0,Accountants,2.0,-21.5,C
5041531,F,Y,Y,0,135000.0,Working,Higher education,Married,House / apartment,-13474,-2894,1,1,1,0,Accountants,2.0,-21.5,C
5041532,F,Y,Y,0,135000.0,Working,Higher education,Married,House / apartment,-13474,-2894,1,1,1,0,Accountants,2.0,-17.0,C
5041533,F,Y,Y,0,135000.0,Working,Higher education,Married,House / apartment,-13474,-2894,1,1,1,0,Accountants,2.0,-14.5,C
5041534,F,Y,Y,0,135000.0,Working,Higher education,Married,House / apartment,-13474,-2894,1,1,1,0,Accountants,2.0,-7.0,C
5041535,F,N,Y,0,180000.0,Commercial associate,Secondary / secondary special,Widow,House / apartment,-19819,-1463,1,0,1,0,Laborers,1.0,-20.5,C
5041541,F,N,N,0,90000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-10731,-885,1,0,0,0,Sales staff,1.0,-11.0,C
5041542,F,N,N,0,90000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-10731,-885,1,0,0,0,Sales staff,1.0,-12.5,0
5041543,F,N,N,0,90000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-10731,-885,1,0,0,0,Sales staff,1.0,-5.5,C
5041544,M,Y,Y,0,180000.0,State servant,Secondary / secondary special,Married,House / apartment,-9570,-2620,1,0,0,0,Drivers,2.0,-10.0,C
5041545,M,Y,Y,0,180000.0,State servant,Secondary / secondary special,Married,House / apartment,-9570,-2620,1,0,0,0,Drivers,2.0,-15.0,C
5041546,M,Y,Y,0,180000.0,State servant,Secondary / secondary special,Married,House / apartment,-9570,-2620,1,0,0,0,Drivers,2.0,-28.0,C
5041547,M,Y,Y,0,180000.0,State servant,Secondary / secondary special,Married,House / apartment,-9570,-2620,1,0,0,0,Drivers,2.0,-10.0,C
5041548,F,Y,Y,0,247500.0,Working,Higher education,Married,House / apartment,-11961,-2224,1,1,0,0,Accountants,2.0,-49.0,X
5041549,F,Y,Y,0,247500.0,Working,Higher education,Married,House / apartment,-11961,-2224,1,1,0,0,Accountants,2.0,-5.5,0
5041550,F,Y,Y,0,247500.0,Working,Higher education,Married,House / apartment,-11961,-2224,1,1,0,0,Accountants,2.0,-13.0,C
5041570,M,Y,Y,1,202500.0,Working,Secondary / secondary special,Married,House / apartment,-19060,-398,1,1,1,0,Laborers,3.0,-20.0,X
5041571,M,Y,Y,1,202500.0,Working,Secondary / secondary special,Married,House / apartment,-19060,-398,1,1,1,0,Laborers,3.0,-20.0,X
5041572,M,Y,Y,1,202500.0,Working,Secondary / secondary special,Married,House / apartment,-19060,-398,1,1,1,0,Laborers,3.0,-20.0,X
5041573,M,Y,Y,1,202500.0,Working,Secondary / secondary special,Married,House / apartment,-19060,-398,1,1,1,0,Laborers,3.0,-15.0,X
5041574,M,Y,Y,1,202500.0,Working,Secondary / secondary special,Married,House / apartment,-19060,-398,1,1,1,0,Laborers,3.0,-9.5,X
5041581,F,N,Y,1,270000.0,Working,Secondary / secondary special,Married,House / apartment,-19040,-1402,1,1,1,0,Managers,3.0,-19.5,C
5041582,F,N,Y,1,270000.0,Working,Secondary / secondary special,Married,House / apartment,-19040,-1402,1,1,1,0,Managers,3.0,-28.5,X
5041583,F,N,Y,1,270000.0,Working,Secondary / secondary special,Married,House / apartment,-19040,-1402,1,1,1,0,Managers,3.0,-23.5,C
5041602,F,N,Y,0,67500.0,Working,Higher education,Married,House / apartment,-11510,-2955,1,0,1,0,Sales staff,2.0,-18.5,C
5041603,M,Y,Y,0,270000.0,Working,Secondary / secondary special,Married,House / apartment,-12257,-1463,1,0,0,0,Laborers,2.0,-34.5,C
5041604,M,Y,Y,0,270000.0,Working,Secondary / secondary special,Married,House / apartment,-12257,-1463,1,0,0,0,Laborers,2.0,-22.5,C
5041605,M,Y,Y,0,270000.0,Working,Secondary / secondary special,Married,House / apartment,-12257,-1463,1,0,0,0,Laborers,2.0,-26.5,X
5041606,M,Y,Y,0,270000.0,Working,Secondary / secondary special,Married,House / apartment,-12257,-1463,1,0,0,0,Laborers,2.0,-21.5,C
5041607,M,Y,Y,0,270000.0,Working,Secondary / secondary special,Married,House / apartment,-12257,-1463,1,0,0,0,Laborers,2.0,-11.5,X
5041608,M,Y,Y,0,270000.0,Working,Secondary / secondary special,Married,House / apartment,-12257,-1463,1,0,0,0,Laborers,2.0,-17.0,X
5041609,M,Y,Y,0,270000.0,Working,Secondary / secondary special,Married,House / apartment,-12257,-1463,1,0,0,0,Laborers,2.0,-30.5,C
5041610,M,Y,Y,0,270000.0,Working,Secondary / secondary special,Married,House / apartment,-12257,-1463,1,0,0,0,Laborers,2.0,-21.5,C
5041611,M,Y,Y,0,270000.0,Working,Secondary / secondary special,Married,House / apartment,-12257,-1463,1,0,0,0,Laborers,2.0,-17.5,C
5041616,F,Y,Y,1,180000.0,Working,Higher education,Married,House / apartment,-15496,-2590,1,0,0,0,Core staff,3.0,-31.5,C
5041617,F,Y,Y,1,180000.0,Working,Higher education,Married,House / apartment,-15496,-2590,1,0,0,0,Core staff,3.0,-24.5,X
5041618,F,Y,Y,1,180000.0,Working,Higher education,Married,House / apartment,-15496,-2590,1,0,0,0,Core staff,3.0,-1.0,X
5041620,M,N,Y,0,292500.0,Commercial associate,Higher education,Single / not married,Rented apartment,-9990,-1221,1,0,1,0,Sales staff,1.0,-19.0,X
5041621,M,N,Y,0,292500.0,Commercial associate,Higher education,Single / not married,Rented apartment,-9990,-1221,1,0,1,0,Sales staff,1.0,-29.0,C
5041622,M,N,Y,0,292500.0,Commercial associate,Higher education,Single / not married,Rented apartment,-9990,-1221,1,0,1,0,Sales staff,1.0,-18.0,C
5041623,M,N,Y,0,292500.0,Commercial associate,Higher education,Single / not married,Rented apartment,-9990,-1221,1,0,1,0,Sales staff,1.0,-8.0,X
5041624,M,N,Y,0,292500.0,Commercial associate,Higher education,Single / not married,Rented apartment,-9990,-1221,1,0,1,0,Sales staff,1.0,-14.5,X
5041625,M,N,Y,0,292500.0,Commercial associate,Higher education,Single / not married,Rented apartment,-9990,-1221,1,0,1,0,Sales staff,1.0,-13.5,X
5041626,M,N,Y,0,292500.0,Commercial associate,Higher education,Single / not married,Rented apartment,-9990,-1221,1,0,1,0,Sales staff,1.0,-15.0,X
5041627,M,N,Y,0,292500.0,Commercial associate,Higher education,Single / not married,Rented apartment,-9990,-1221,1,0,1,0,Sales staff,1.0,-3.5,X
5041628,M,Y,Y,0,234000.0,Working,Secondary / secondary special,Married,House / apartment,-15510,-3016,1,0,0,0,Laborers,2.0,-25.0,X
5041629,M,Y,Y,0,234000.0,Working,Secondary / secondary special,Married,House / apartment,-15510,-3016,1,0,0,0,Laborers,2.0,-25.5,C
5041630,M,Y,Y,0,234000.0,Working,Secondary / secondary special,Married,House / apartment,-15510,-3016,1,0,0,0,Laborers,2.0,-26.0,X
5041632,M,Y,Y,0,234000.0,Working,Secondary / secondary special,Married,House / apartment,-15510,-3016,1,0,0,0,Laborers,2.0,-19.5,C
5041633,M,Y,Y,0,234000.0,Working,Secondary / secondary special,Married,House / apartment,-15510,-3016,1,0,0,0,Laborers,2.0,-18.5,C
5041634,M,Y,Y,0,234000.0,Working,Secondary / secondary special,Married,House / apartment,-15510,-3016,1,0,0,0,Laborers,2.0,-5.0,C
5041635,M,Y,Y,0,234000.0,Working,Secondary / secondary special,Married,House / apartment,-15510,-3016,1,0,0,0,Laborers,2.0,-3.0,0
5041641,F,Y,Y,1,270000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-14186,-1736,1,0,1,0,Sales staff,3.0,-24.5,X
5041642,F,Y,Y,1,270000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-14186,-1736,1,0,1,0,Sales staff,3.0,-30.0,C
5041643,F,Y,Y,1,270000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-14186,-1736,1,0,1,0,Sales staff,3.0,-8.0,0
5041644,F,Y,Y,1,270000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-14186,-1736,1,0,1,0,Sales staff,3.0,-10.5,X
5041645,F,Y,Y,1,270000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-14186,-1736,1,0,1,0,Sales staff,3.0,-37.0,X
5041646,F,Y,Y,1,270000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-14186,-1736,1,0,1,0,Sales staff,3.0,-30.5,X
5041647,F,Y,Y,1,270000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-14186,-1736,1,0,1,0,Sales staff,3.0,-18.0,C
5041648,F,Y,Y,1,270000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-14186,-1736,1,0,1,0,Sales staff,3.0,-8.5,0
5041649,F,Y,Y,1,270000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-14186,-1736,1,0,1,0,Sales staff,3.0,-4.5,0
5041650,F,Y,Y,1,270000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-14186,-1736,1,0,1,0,Sales staff,3.0,-4.0,C
5041653,F,Y,Y,2,135000.0,Working,Secondary / secondary special,Married,House / apartment,-11965,-2863,1,0,0,0,Sales staff,4.0,-18.0,X
5041654,F,N,Y,0,99000.0,Working,Secondary / secondary special,Married,House / apartment,-20065,-306,1,0,1,0,Laborers,2.0,-6.5,C
5041655,F,N,Y,0,99000.0,Working,Secondary / secondary special,Married,House / apartment,-20065,-306,1,0,1,0,Laborers,2.0,-43.0,C
5041661,F,Y,Y,1,333000.0,Commercial associate,Higher education,Married,House / apartment,-11525,-1616,1,0,0,0,Managers,3.0,-50.5,X
5041662,F,Y,Y,1,333000.0,Commercial associate,Higher education,Married,House / apartment,-11525,-1616,1,0,0,0,Managers,3.0,-26.5,0
5041663,F,Y,Y,1,333000.0,Commercial associate,Higher education,Married,House / apartment,-11525,-1616,1,0,0,0,Managers,3.0,-15.0,X
5041664,F,Y,Y,1,333000.0,Commercial associate,Higher education,Married,House / apartment,-11525,-1616,1,0,0,0,Managers,3.0,-10.5,C
5041665,F,Y,Y,1,333000.0,Commercial associate,Higher education,Married,House / apartment,-11525,-1616,1,0,0,0,Managers,3.0,-23.0,C
5041666,F,Y,Y,1,333000.0,Commercial associate,Higher education,Married,House / apartment,-11525,-1616,1,0,0,0,Managers,3.0,-20.5,C
5041668,F,Y,Y,1,333000.0,Commercial associate,Higher education,Married,House / apartment,-11525,-1616,1,0,0,0,Managers,3.0,-36.5,X
5041669,F,Y,Y,1,333000.0,Commercial associate,Higher education,Married,House / apartment,-11525,-1616,1,0,0,0,Managers,3.0,-37.5,X
5041670,F,Y,Y,1,333000.0,Commercial associate,Higher education,Married,House / apartment,-11525,-1616,1,0,0,0,Managers,3.0,-43.5,X
5041672,F,Y,Y,1,333000.0,Commercial associate,Higher education,Married,House / apartment,-11525,-1616,1,0,0,0,Managers,3.0,-10.5,C
5041674,F,Y,Y,1,333000.0,Commercial associate,Higher education,Married,House / apartment,-11525,-1616,1,0,0,0,Managers,3.0,-19.0,1
5041675,F,Y,Y,1,333000.0,Commercial associate,Higher education,Married,House / apartment,-11525,-1616,1,0,0,0,Managers,3.0,-14.5,C
5041676,F,Y,Y,1,333000.0,Commercial associate,Higher education,Married,House / apartment,-11525,-1616,1,0,0,0,Managers,3.0,-14.5,C
5041677,F,Y,Y,1,333000.0,Commercial associate,Higher education,Married,House / apartment,-11525,-1616,1,0,0,0,Managers,3.0,-9.5,X
5041678,F,Y,Y,1,333000.0,Commercial associate,Higher education,Married,House / apartment,-11525,-1616,1,0,0,0,Managers,3.0,-5.5,X
5041689,F,N,Y,0,315000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-10397,-1037,1,0,0,0,Accountants,1.0,-4.0,X
5041690,F,N,Y,0,315000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-10397,-1037,1,0,0,0,Accountants,1.0,-2.5,X
5041691,F,N,Y,1,135000.0,Working,Incomplete higher,Married,House / apartment,-14099,-1616,1,0,0,0,Core staff,3.0,-25.0,X
5041692,F,N,Y,1,135000.0,Working,Incomplete higher,Married,House / apartment,-14099,-1616,1,0,0,0,Core staff,3.0,-4.0,0
5041693,F,N,Y,1,135000.0,Working,Incomplete higher,Married,House / apartment,-14099,-1616,1,0,0,0,Core staff,3.0,-4.5,0
5041695,F,Y,N,0,342000.0,State servant,Higher education,Single / not married,House / apartment,-12214,-3807,1,0,0,0,Core staff,1.0,-19.5,X
5041697,F,Y,N,0,342000.0,State servant,Higher education,Single / not married,House / apartment,-12214,-3807,1,0,0,0,Core staff,1.0,-15.0,C
5041699,F,Y,N,0,342000.0,State servant,Higher education,Single / not married,House / apartment,-12214,-3807,1,0,0,0,Core staff,1.0,-10.0,0
5041702,F,Y,N,0,342000.0,State servant,Higher education,Single / not married,House / apartment,-12214,-3807,1,0,0,0,Core staff,1.0,-44.5,X
